STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,iccs,International classification of crime for statistical purposes (ICCS),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKM,Scotland (NUTS 2021),2004,,139,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKM,Scotland (NUTS 2021),2005,,102,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKM,Scotland (NUTS 2021),2006,,123,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKM,Scotland (NUTS 2021),2007,,111,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),1998,,75,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),1999,,34,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2000,,48,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2001,,52,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2002,,45,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2003,,33,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2004,,41,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2005,,29,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2006,,24,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,UKN,Northern Ireland (UK) (NUTS 2021),2007,,30,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,1999,,36211,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2000,,39111,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2001,,34383,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2002,,36998,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2003,,40008,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2004,,41044,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2005,,42928,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2006,,43316,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",AT,Austria,2007,,46217,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2000,,103770,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2001,,103017,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2002,,107974,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2003,,108573,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2004,,109175,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2005,,111451,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2006,,113952,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BE,Belgium,2007,,115645,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,1999,,12887,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2000,,11018,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2001,,10950,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2002,,12176,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2003,,12796,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2004,,11284,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2005,,10623,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2006,,8766,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",BG,Bulgaria,2007,,8696,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,1998,,8015,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,1999,,8528,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2000,,8152,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2001,,8653,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2002,,9265,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2003,,10151,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2004,,11917,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2005,,11544,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2006,,12784,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CH,Switzerland,2007,,13537,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,1998,,176,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,1999,,197,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2000,,185,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2001,,200,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2002,,203,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2003,,294,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2004,,383,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2005,,325,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2006,,319,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CY,Cyprus,2007,,301,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,1998,,23810,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,1999,,23581,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2000,,22206,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2001,,22017,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2002,,23956,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2003,,22763,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2004,,24025,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2005,,22079,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2006,,19454,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",CZ,Czechia,2007,,19976,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,1998,,186306,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,1999,,186655,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2000,,187103,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2001,,188413,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2002,,197492,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2003,,204124,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2004,,211172,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2005,,212832,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2006,,215471,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DE,Germany,2007,,217923,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,1998,,15482,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,1999,,16615,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2000,,17825,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2001,,18026,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2002,,18783,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2003,,19213,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2004,,19393,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2005,,19078,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2006,,19625,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",DK,Denmark,2007,,20597,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,1998,,710,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,1999,,638,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2000,,676,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2001,,643,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2003,,2411,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2004,,3287,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2005,,4755,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2006,,5154,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EE,Estonia,2007,,5834,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EL,Greece,1998,,9312,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EL,Greece,1999,,9097,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS02-04,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",EL,Greece,2000,,9105,,,,,
