STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,iccs,International classification of crime for statistical purposes (ICCS),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2002,,88,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2003,,76,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2004,,89,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2005,,76,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2006,,75,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HR,Croatia,2007,,66,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,1998,,289,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,1999,,253,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2000,,205,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2001,,254,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2002,,203,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2003,,228,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2004,,209,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2005,,164,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2006,,175,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,HU,Hungary,2007,,137,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,1998,,51,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,1999,,47,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2000,,56,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2001,,58,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2002,,59,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2003,,52,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2004,,45,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2005,,65,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2006,,70,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IE,Ireland,2007,,85,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,1998,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,1999,,2,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2000,,5,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2001,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2002,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2003,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2004,,3,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2005,,3,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2006,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IS,Iceland,2007,,2,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,1998,,918,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,1999,,854,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2000,,818,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2001,,765,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2002,,691,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2003,,765,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2004,,767,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2005,,648,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2006,,663,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,IT,Italy,2007,,685,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,1998,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,1999,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2000,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2001,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2002,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2003,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2004,,1,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2005,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2006,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LI,Liechtenstein,2007,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,1998,,343,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,1999,,334,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2000,,408,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2001,,377,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2002,,316,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2003,,385,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2004,,356,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2005,,404,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2006,,302,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LT,Lithuania,2007,,284,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,1998,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,1999,,6,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2000,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2001,,6,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2002,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2003,,3,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2004,,2,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2005,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2006,,9,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LU,Luxembourg,2007,,7,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,1998,,238,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,1999,,214,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2000,,219,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2001,,214,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2002,,207,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2003,,220,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2004,,199,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2005,,127,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2006,,148,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,LV,Latvia,2007,,117,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2002,,27,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2003,,20,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2004,,14,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2005,,22,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2006,,25,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,ME,Montenegro,2007,,10,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2000,,51,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2001,,55,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2002,,60,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2003,,70,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2004,,49,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2005,,49,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2006,,45,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MK,North Macedonia,2007,,42,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,1998,,5,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,1999,,10,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2000,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2001,,5,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2002,,5,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2003,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2004,,7,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2005,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2006,,0,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,MT,Malta,2007,,4,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,1998,,176,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,1999,,203,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2000,,180,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2001,,202,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2002,,195,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2003,,202,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2004,,191,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2005,,174,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2006,,128,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NL,Netherlands,2007,,143,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NO,Norway,1998,,38,,,,,
dataflow,ESTAT:CRIM_GEN$DEFAULTVIEW(1.0),Crimes recorded by the police by by offence category,A,Annual,NR,Number,ICCS0101,Intentional homicide,NO,Norway,1999,,33,,,,,
